D4:68:4D:3E:54:8C	-86
D4:68:4D:3E:86:68	-92
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-78
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-78
D4:68:4D:3E:77:3C	-89
D4:68:4D:3E:A3:0C	-86
D4:68:4D:3E:54:88	-91
D4:68:4D:3E:54:18	-110
D4:68:4D:3E:A3:CC	-84
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-81
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-61
D4:68:4D:3E:A4:28	-81
D4:68:4D:3E:54:98	-82
D4:68:4D:3E:54:D8	-77
D4:68:4D:3E:A7:B8	-85
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-89
D4:68:4D:3E:A3:08	-74
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-63
D4:68:4D:3E:8C:88	-56
D4:68:4D:3E:81:98	-110
D4:68:4D:3E:81:A8	-110
D4:68:4D:3E:91:D8	-67
D4:68:4D:3E:81:88	-64
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-83
D4:68:4D:3E:A6:88	-67
D4:68:4D:3E:8A:6C	-110
D4:68:4D:3E:A6:8C	-79
D4:68:4D:3E:91:DC	-79
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-48
D4:68:4D:3E:59:3C	-80
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-75
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-66
D4:68:4D:3E:8C:8C	-68
D4:68:4D:3E:87:F8	-49
D4:68:4D:3E:58:E8	-87
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-83
D4:68:4D:3E:81:C8	-81
D4:68:4D:3E:19:78	-67
D4:68:4D:3E:59:38	-73
6C:AA:B3:32:31:C8	-74
6C:AA:B3:72:31:C8	-73
D4:68:4D:3E:77:38	-71
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
D4:68:4D:3E:54:8C	-86
D4:68:4D:3E:86:68	-91
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-78
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-84
D4:68:4D:3E:54:88	-90
D4:68:4D:3E:54:18	-82
D4:68:4D:3E:A3:CC	-84
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-89
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-39
D4:68:4D:3E:A4:28	-73
D4:68:4D:3E:54:98	-82
D4:68:4D:3E:54:D8	-76
D4:68:4D:3E:A7:B8	-84
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-86
D4:68:4D:3E:A3:08	-75
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-64
D4:68:4D:3E:8C:88	-55
D4:68:4D:3E:81:98	-92
D4:68:4D:3E:81:A8	-110
D4:68:4D:3E:91:D8	-71
D4:68:4D:3E:81:88	-63
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-80
D4:68:4D:3E:A6:88	-68
D4:68:4D:3E:8A:6C	-110
D4:68:4D:3E:A6:8C	-79
D4:68:4D:3E:91:DC	-79
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-48
D4:68:4D:3E:59:3C	-78
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-76
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-66
D4:68:4D:3E:8C:8C	-68
D4:68:4D:3E:87:F8	-48
D4:68:4D:3E:58:E8	-87
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-81
D4:68:4D:3E:81:C8	-82
D4:68:4D:3E:19:78	-67
D4:68:4D:3E:59:38	-74
6C:AA:B3:32:31:C8	-74
6C:AA:B3:72:31:C8	-73
D4:68:4D:3E:77:38	-72
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
D4:68:4D:3E:54:8C	-87
D4:68:4D:3E:86:68	-91
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-78
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-85
D4:68:4D:3E:54:88	-90
D4:68:4D:3E:54:18	-82
D4:68:4D:3E:A3:CC	-84
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-91
6C:AA:B3:32:31:CC	-89
6C:AA:B3:72:31:CC	-88
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-57
D4:68:4D:3E:A4:28	-71
D4:68:4D:3E:54:98	-83
D4:68:4D:3E:54:D8	-78
D4:68:4D:3E:A7:B8	-86
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-87
D4:68:4D:3E:A3:08	-74
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-64
D4:68:4D:3E:8C:88	-54
D4:68:4D:3E:81:98	-92
D4:68:4D:3E:81:A8	-110
D4:68:4D:3E:91:D8	-72
D4:68:4D:3E:81:88	-64
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-80
D4:68:4D:3E:A6:88	-70
D4:68:4D:3E:8A:6C	-110
D4:68:4D:3E:A6:8C	-80
D4:68:4D:3E:91:DC	-78
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-48
D4:68:4D:3E:59:3C	-78
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-75
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-66
D4:68:4D:3E:8C:8C	-68
D4:68:4D:3E:87:F8	-47
D4:68:4D:3E:58:E8	-87
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-82
D4:68:4D:3E:81:C8	-82
D4:68:4D:3E:19:78	-62
D4:68:4D:3E:59:38	-77
6C:AA:B3:32:31:C8	-74
6C:AA:B3:72:31:C8	-73
D4:68:4D:3E:77:38	-68
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
D4:68:4D:3E:54:8C	-87
D4:68:4D:3E:86:68	-91
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-78
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-84
D4:68:4D:3E:54:88	-90
D4:68:4D:3E:54:18	-82
D4:68:4D:3E:A3:CC	-85
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-91
6C:AA:B3:32:31:CC	-90
6C:AA:B3:72:31:CC	-88
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-40
D4:68:4D:3E:A4:28	-77
D4:68:4D:3E:54:98	-82
D4:68:4D:3E:54:D8	-77
D4:68:4D:3E:A7:B8	-84
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-85
D4:68:4D:3E:A3:08	-74
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-62
D4:68:4D:3E:8C:88	-54
D4:68:4D:3E:81:98	-91
D4:68:4D:3E:81:A8	-110
D4:68:4D:3E:91:D8	-72
D4:68:4D:3E:81:88	-61
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-81
D4:68:4D:3E:A6:88	-70
D4:68:4D:3E:8A:6C	-110
D4:68:4D:3E:A6:8C	-79
D4:68:4D:3E:91:DC	-78
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-47
D4:68:4D:3E:59:3C	-80
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-76
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-66
D4:68:4D:3E:8C:8C	-69
D4:68:4D:3E:87:F8	-49
D4:68:4D:3E:58:E8	-92
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-84
D4:68:4D:3E:81:C8	-82
D4:68:4D:3E:19:78	-67
D4:68:4D:3E:59:38	-77
6C:AA:B3:32:31:C8	-73
6C:AA:B3:72:31:C8	-74
D4:68:4D:3E:77:38	-68
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
D4:68:4D:3E:54:8C	-87
D4:68:4D:3E:86:68	-91
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-78
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-85
D4:68:4D:3E:54:88	-90
D4:68:4D:3E:54:18	-82
D4:68:4D:3E:A3:CC	-85
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-91
6C:AA:B3:32:31:CC	-90
6C:AA:B3:72:31:CC	-88
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-39
D4:68:4D:3E:A4:28	-73
D4:68:4D:3E:54:98	-83
D4:68:4D:3E:54:D8	-76
D4:68:4D:3E:A7:B8	-82
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-85
D4:68:4D:3E:A3:08	-74
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-64
D4:68:4D:3E:8C:88	-55
D4:68:4D:3E:81:98	-91
D4:68:4D:3E:81:A8	-110
D4:68:4D:3E:91:D8	-71
D4:68:4D:3E:81:88	-62
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-79
D4:68:4D:3E:A6:88	-70
D4:68:4D:3E:8A:6C	-90
D4:68:4D:3E:A6:8C	-79
D4:68:4D:3E:91:DC	-80
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-47
D4:68:4D:3E:59:3C	-79
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-75
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-66
D4:68:4D:3E:8C:8C	-69
D4:68:4D:3E:87:F8	-49
D4:68:4D:3E:58:E8	-92
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-83
D4:68:4D:3E:81:C8	-79
D4:68:4D:3E:19:78	-67
D4:68:4D:3E:59:38	-74
6C:AA:B3:32:31:C8	-71
6C:AA:B3:72:31:C8	-72
D4:68:4D:3E:77:38	-69
6C:AA:B3:32:24:68	-90
6C:AA:B3:72:24:68	-92
D4:68:4D:3E:54:8C	-88
D4:68:4D:3E:86:68	-92
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-78
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-85
D4:68:4D:3E:54:88	-91
D4:68:4D:3E:54:18	-82
D4:68:4D:3E:A3:CC	-85
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-89
6C:AA:B3:32:31:CC	-90
6C:AA:B3:72:31:CC	-88
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-39
D4:68:4D:3E:A4:28	-80
D4:68:4D:3E:54:98	-83
D4:68:4D:3E:54:D8	-77
D4:68:4D:3E:A7:B8	-85
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-85
D4:68:4D:3E:A3:08	-75
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-63
D4:68:4D:3E:8C:88	-56
D4:68:4D:3E:81:98	-91
D4:68:4D:3E:81:A8	-110
D4:68:4D:3E:91:D8	-68
D4:68:4D:3E:81:88	-63
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-79
D4:68:4D:3E:A6:88	-71
D4:68:4D:3E:8A:6C	-90
D4:68:4D:3E:A6:8C	-80
D4:68:4D:3E:91:DC	-79
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-47
D4:68:4D:3E:59:3C	-79
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-75
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-66
D4:68:4D:3E:8C:8C	-69
D4:68:4D:3E:87:F8	-48
D4:68:4D:3E:58:E8	-92
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-81
D4:68:4D:3E:81:C8	-81
D4:68:4D:3E:19:78	-66
D4:68:4D:3E:59:38	-74
6C:AA:B3:32:31:C8	-71
6C:AA:B3:72:31:C8	-72
D4:68:4D:3E:77:38	-69
6C:AA:B3:32:24:68	-90
6C:AA:B3:72:24:68	-91
D4:68:4D:3E:54:8C	-88
D4:68:4D:3E:86:68	-92
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-80
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-85
D4:68:4D:3E:54:88	-90
D4:68:4D:3E:54:18	-82
D4:68:4D:3E:A3:CC	-85
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-91
6C:AA:B3:32:31:CC	-90
6C:AA:B3:72:31:CC	-88
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-39
D4:68:4D:3E:A4:28	-78
D4:68:4D:3E:54:98	-79
D4:68:4D:3E:54:D8	-76
D4:68:4D:3E:A7:B8	-84
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-87
D4:68:4D:3E:A3:08	-74
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-65
D4:68:4D:3E:8C:88	-56
D4:68:4D:3E:81:98	-91
D4:68:4D:3E:81:A8	-110
D4:68:4D:3E:91:D8	-68
D4:68:4D:3E:81:88	-61
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-81
D4:68:4D:3E:A6:88	-69
D4:68:4D:3E:8A:6C	-90
D4:68:4D:3E:A6:8C	-80
D4:68:4D:3E:91:DC	-78
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-47
D4:68:4D:3E:59:3C	-80
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-74
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-66
D4:68:4D:3E:8C:8C	-69
D4:68:4D:3E:87:F8	-49
D4:68:4D:3E:58:E8	-88
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-82
D4:68:4D:3E:81:C8	-83
D4:68:4D:3E:19:78	-67
D4:68:4D:3E:59:38	-73
6C:AA:B3:32:31:C8	-74
6C:AA:B3:72:31:C8	-73
D4:68:4D:3E:77:38	-71
6C:AA:B3:32:24:68	-90
6C:AA:B3:72:24:68	-91
D4:68:4D:3E:54:8C	-88
D4:68:4D:3E:86:68	-89
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-79
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-87
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-85
D4:68:4D:3E:54:88	-91
D4:68:4D:3E:54:18	-83
D4:68:4D:3E:A3:CC	-85
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-90
6C:AA:B3:32:31:CC	-90
6C:AA:B3:72:31:CC	-88
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-39
D4:68:4D:3E:A4:28	-78
D4:68:4D:3E:54:98	-80
D4:68:4D:3E:54:D8	-76
D4:68:4D:3E:A7:B8	-84
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-83
D4:68:4D:3E:A3:08	-75
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-63
D4:68:4D:3E:8C:88	-66
D4:68:4D:3E:81:98	-91
D4:68:4D:3E:81:A8	-110
D4:68:4D:3E:91:D8	-68
D4:68:4D:3E:81:88	-63
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-80
D4:68:4D:3E:A6:88	-70
D4:68:4D:3E:8A:6C	-90
D4:68:4D:3E:A6:8C	-79
D4:68:4D:3E:91:DC	-79
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-47
D4:68:4D:3E:59:3C	-80
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-75
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-67
D4:68:4D:3E:8C:8C	-69
D4:68:4D:3E:87:F8	-49
D4:68:4D:3E:58:E8	-88
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-83
D4:68:4D:3E:81:C8	-80
D4:68:4D:3E:19:78	-67
D4:68:4D:3E:59:38	-72
6C:AA:B3:32:31:C8	-73
6C:AA:B3:72:31:C8	-73
D4:68:4D:3E:77:38	-68
6C:AA:B3:32:24:68	-90
6C:AA:B3:72:24:68	-91
D4:68:4D:3E:54:8C	-88
D4:68:4D:3E:86:68	-89
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-79
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-86
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-84
D4:68:4D:3E:54:88	-88
D4:68:4D:3E:54:18	-83
D4:68:4D:3E:A3:CC	-85
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-91
6C:AA:B3:32:31:CC	-90
6C:AA:B3:72:31:CC	-88
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-39
D4:68:4D:3E:A4:28	-77
D4:68:4D:3E:54:98	-81
D4:68:4D:3E:54:D8	-79
D4:68:4D:3E:A7:B8	-86
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-84
D4:68:4D:3E:A3:08	-74
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-63
D4:68:4D:3E:8C:88	-55
D4:68:4D:3E:81:98	-91
D4:68:4D:3E:81:A8	-84
D4:68:4D:3E:91:D8	-69
D4:68:4D:3E:81:88	-65
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-82
D4:68:4D:3E:A6:88	-70
D4:68:4D:3E:8A:6C	-90
D4:68:4D:3E:A6:8C	-80
D4:68:4D:3E:91:DC	-79
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-47
D4:68:4D:3E:59:3C	-80
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-75
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-66
D4:68:4D:3E:8C:8C	-68
D4:68:4D:3E:87:F8	-48
D4:68:4D:3E:58:E8	-88
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-81
D4:68:4D:3E:81:C8	-82
D4:68:4D:3E:19:78	-66
D4:68:4D:3E:59:38	-76
6C:AA:B3:32:31:C8	-74
6C:AA:B3:72:31:C8	-74
D4:68:4D:3E:77:38	-69
6C:AA:B3:32:24:68	-90
6C:AA:B3:72:24:68	-91
D4:68:4D:3E:54:8C	-88
D4:68:4D:3E:86:68	-89
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-78
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-86
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-86
D4:68:4D:3E:54:88	-88
D4:68:4D:3E:54:18	-83
D4:68:4D:3E:A3:CC	-85
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-91
6C:AA:B3:32:31:CC	-91
6C:AA:B3:72:31:CC	-89
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-39
D4:68:4D:3E:A4:28	-75
D4:68:4D:3E:54:98	-80
D4:68:4D:3E:54:D8	-76
D4:68:4D:3E:A7:B8	-86
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-84
D4:68:4D:3E:A3:08	-76
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-62
D4:68:4D:3E:8C:88	-55
D4:68:4D:3E:81:98	-91
D4:68:4D:3E:81:A8	-84
D4:68:4D:3E:91:D8	-68
D4:68:4D:3E:81:88	-64
00:1E:4A:90:00:20	-110
D4:68:4D:3E:89:58	-82
D4:68:4D:3E:A6:88	-67
D4:68:4D:3E:8A:6C	-90
D4:68:4D:3E:A6:8C	-80
D4:68:4D:3E:91:DC	-79
D4:68:4D:3E:87:FC	-58
D4:68:4D:3E:82:9C	-47
D4:68:4D:3E:59:3C	-80
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-75
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-64
D4:68:4D:3E:8C:8C	-69
D4:68:4D:3E:87:F8	-49
D4:68:4D:3E:58:E8	-90
D4:68:4D:3E:54:9C	-110
94:F6:65:1D:EC:D8	-84
D4:68:4D:3E:81:C8	-81
D4:68:4D:3E:19:78	-66
D4:68:4D:3E:59:38	-76
6C:AA:B3:32:31:C8	-73
6C:AA:B3:72:31:C8	-72
D4:68:4D:3E:77:38	-72
6C:AA:B3:32:24:68	-90
6C:AA:B3:72:24:68	-91
D4:68:4D:3E:54:8C	-85
D4:68:4D:3E:86:68	-89
D4:68:4D:3E:8B:4C	-110
D4:68:4D:3E:54:DC	-78
DC:E8:38:62:E1:E7	-110
D4:68:4D:3E:57:78	-87
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:A3:0C	-85
D4:68:4D:3E:54:88	-90
D4:68:4D:3E:54:18	-82
D4:68:4D:3E:A3:CC	-85
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:58	-110
00:1E:4A:90:00:60	-110
54:3D:37:19:00:B8	-110
D4:68:4D:3E:86:6C	-92
6C:AA:B3:32:31:CC	-91
6C:AA:B3:72:31:CC	-89
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:82:98	-39
D4:68:4D:3E:A4:28	-75
D4:68:4D:3E:54:98	-81
D4:68:4D:3E:54:D8	-76
D4:68:4D:3E:A7:B8	-85
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8A:68	-85
D4:68:4D:3E:A3:08	-72
42:49:0F:9A:96:50	-110
58:93:96:08:4A:18	-110
