00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
D4:68:4D:3E:91:DC	-60
D4:68:4D:3E:82:98	-89
D4:68:4D:3E:54:98	-58
D4:68:4D:3E:54:D8	-77
D4:68:4D:3E:8A:68	-51
D4:68:4D:3E:87:F8	-69
D4:68:4D:3E:A3:08	-57
D4:68:4D:3E:19:78	-74
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-68
D4:68:4D:3E:59:38	-75
D4:68:4D:3E:81:98	-68
6C:AA:B3:32:31:C8	-87
6C:AA:B3:72:31:C8	-88
D4:68:4D:3E:81:A8	-65
D4:68:4D:3E:A4:28	-47
D4:68:4D:3E:81:88	-74
D4:68:4D:3E:91:D8	-47
D4:68:4D:3E:89:58	-110
D4:68:4D:3E:A6:88	-76
D4:68:4D:3E:A6:8C	-74
D4:68:4D:3E:8A:6C	-65
D4:68:4D:3E:82:9C	-68
D4:68:4D:3E:87:FC	-73
D4:68:4D:3E:59:3C	-110
D4:68:4D:3E:A4:2C	-68
D4:68:4D:3E:19:7C	-86
D4:68:4D:3E:81:9C	-75
D4:68:4D:3E:54:9C	-79
D4:68:4D:3E:54:DC	-88
D4:68:4D:3E:81:8C	-84
D4:68:4D:3E:8C:8C	-78
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-88
D4:68:4D:3E:A7:B8	-83
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-70
44:1C:A8:0F:72:9E	-84
D4:68:4D:3E:A3:C8	-80
00:1E:4A:90:00:20	-78
D4:68:4D:3E:81:AC	-88
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-83
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-79
00:1E:4A:90:01:70	-110
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-87
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:8E:8C	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:A6:3C	-110
D4:68:4D:3E:A5:08	-110
00:1E:4A:90:00:60	-110
D4:68:4D:3E:86:68	-110
00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
D4:68:4D:3E:91:DC	-60
D4:68:4D:3E:82:98	-63
D4:68:4D:3E:54:98	-57
D4:68:4D:3E:54:D8	-78
D4:68:4D:3E:8A:68	-52
D4:68:4D:3E:87:F8	-70
D4:68:4D:3E:A3:08	-59
D4:68:4D:3E:19:78	-73
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-67
D4:68:4D:3E:59:38	-76
D4:68:4D:3E:81:98	-69
6C:AA:B3:32:31:C8	-85
6C:AA:B3:72:31:C8	-87
D4:68:4D:3E:81:A8	-64
D4:68:4D:3E:A4:28	-48
D4:68:4D:3E:81:88	-72
D4:68:4D:3E:91:D8	-48
D4:68:4D:3E:89:58	-110
D4:68:4D:3E:A6:88	-77
D4:68:4D:3E:A6:8C	-74
D4:68:4D:3E:8A:6C	-65
D4:68:4D:3E:82:9C	-65
D4:68:4D:3E:87:FC	-73
D4:68:4D:3E:59:3C	-86
D4:68:4D:3E:A4:2C	-68
D4:68:4D:3E:19:7C	-86
D4:68:4D:3E:81:9C	-74
D4:68:4D:3E:54:9C	-79
D4:68:4D:3E:54:DC	-87
D4:68:4D:3E:81:8C	-85
D4:68:4D:3E:8C:8C	-78
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-89
D4:68:4D:3E:A7:B8	-83
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-70
44:1C:A8:0F:72:9E	-84
D4:68:4D:3E:A3:C8	-79
00:1E:4A:90:00:20	-78
D4:68:4D:3E:81:AC	-87
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-79
00:1E:4A:90:01:70	-110
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-87
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:8E:8C	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:A6:3C	-110
D4:68:4D:3E:A5:08	-110
00:1E:4A:90:00:60	-110
D4:68:4D:3E:86:68	-110
00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
D4:68:4D:3E:91:DC	-59
D4:68:4D:3E:82:98	-88
D4:68:4D:3E:54:98	-58
D4:68:4D:3E:54:D8	-78
D4:68:4D:3E:8A:68	-53
D4:68:4D:3E:87:F8	-69
D4:68:4D:3E:A3:08	-58
D4:68:4D:3E:19:78	-73
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-66
D4:68:4D:3E:59:38	-76
D4:68:4D:3E:81:98	-68
6C:AA:B3:32:31:C8	-85
6C:AA:B3:72:31:C8	-87
D4:68:4D:3E:81:A8	-65
D4:68:4D:3E:A4:28	-47
D4:68:4D:3E:81:88	-71
D4:68:4D:3E:91:D8	-47
D4:68:4D:3E:89:58	-90
D4:68:4D:3E:A6:88	-77
D4:68:4D:3E:A6:8C	-74
D4:68:4D:3E:8A:6C	-65
D4:68:4D:3E:82:9C	-67
D4:68:4D:3E:87:FC	-70
D4:68:4D:3E:59:3C	-86
D4:68:4D:3E:A4:2C	-68
D4:68:4D:3E:19:7C	-86
D4:68:4D:3E:81:9C	-75
D4:68:4D:3E:54:9C	-79
D4:68:4D:3E:54:DC	-89
D4:68:4D:3E:81:8C	-84
D4:68:4D:3E:8C:8C	-78
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-88
D4:68:4D:3E:A7:B8	-83
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-83
D4:68:4D:3E:A3:C8	-79
00:1E:4A:90:00:20	-78
D4:68:4D:3E:81:AC	-87
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-84
00:1E:4A:90:01:70	-110
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-87
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:8E:8C	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:A6:3C	-110
D4:68:4D:3E:A5:08	-110
00:1E:4A:90:00:60	-110
D4:68:4D:3E:86:68	-110
00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
D4:68:4D:3E:91:DC	-59
D4:68:4D:3E:82:98	-89
D4:68:4D:3E:54:98	-55
D4:68:4D:3E:54:D8	-79
D4:68:4D:3E:8A:68	-52
D4:68:4D:3E:87:F8	-88
D4:68:4D:3E:A3:08	-59
D4:68:4D:3E:19:78	-73
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-66
D4:68:4D:3E:59:38	-77
D4:68:4D:3E:81:98	-68
6C:AA:B3:32:31:C8	-86
6C:AA:B3:72:31:C8	-87
D4:68:4D:3E:81:A8	-65
D4:68:4D:3E:A4:28	-52
D4:68:4D:3E:81:88	-74
D4:68:4D:3E:91:D8	-47
D4:68:4D:3E:89:58	-90
D4:68:4D:3E:A6:88	-77
D4:68:4D:3E:A6:8C	-75
D4:68:4D:3E:8A:6C	-65
D4:68:4D:3E:82:9C	-64
D4:68:4D:3E:87:FC	-74
D4:68:4D:3E:59:3C	-86
D4:68:4D:3E:A4:2C	-68
D4:68:4D:3E:19:7C	-86
D4:68:4D:3E:81:9C	-75
D4:68:4D:3E:54:9C	-79
D4:68:4D:3E:54:DC	-88
D4:68:4D:3E:81:8C	-83
D4:68:4D:3E:8C:8C	-78
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-89
D4:68:4D:3E:A7:B8	-110
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-83
D4:68:4D:3E:A3:C8	-79
00:1E:4A:90:00:20	-78
D4:68:4D:3E:81:AC	-87
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-84
00:1E:4A:90:01:70	-110
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-87
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:8E:8C	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:A6:3C	-110
D4:68:4D:3E:A5:08	-110
00:1E:4A:90:00:60	-110
D4:68:4D:3E:86:68	-110
00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
D4:68:4D:3E:91:DC	-59
D4:68:4D:3E:82:98	-88
D4:68:4D:3E:54:98	-55
D4:68:4D:3E:54:D8	-79
D4:68:4D:3E:8A:68	-53
D4:68:4D:3E:87:F8	-75
D4:68:4D:3E:A3:08	-58
D4:68:4D:3E:19:78	-74
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-67
D4:68:4D:3E:59:38	-76
D4:68:4D:3E:81:98	-68
6C:AA:B3:32:31:C8	-86
6C:AA:B3:72:31:C8	-87
D4:68:4D:3E:81:A8	-64
D4:68:4D:3E:A4:28	-52
D4:68:4D:3E:81:88	-74
D4:68:4D:3E:91:D8	-47
D4:68:4D:3E:89:58	-88
D4:68:4D:3E:A6:88	-78
D4:68:4D:3E:A6:8C	-75
D4:68:4D:3E:8A:6C	-65
D4:68:4D:3E:82:9C	-63
D4:68:4D:3E:87:FC	-72
D4:68:4D:3E:59:3C	-86
D4:68:4D:3E:A4:2C	-68
D4:68:4D:3E:19:7C	-86
D4:68:4D:3E:81:9C	-75
D4:68:4D:3E:54:9C	-79
D4:68:4D:3E:54:DC	-90
D4:68:4D:3E:81:8C	-84
D4:68:4D:3E:8C:8C	-78
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-89
D4:68:4D:3E:A7:B8	-84
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-85
D4:68:4D:3E:A3:C8	-79
00:1E:4A:90:00:20	-78
D4:68:4D:3E:81:AC	-88
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-84
00:1E:4A:90:01:70	-87
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-87
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:8E:8C	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:A6:3C	-110
D4:68:4D:3E:A5:08	-110
00:1E:4A:90:00:60	-110
D4:68:4D:3E:86:68	-110
00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
D4:68:4D:3E:91:DC	-59
D4:68:4D:3E:82:98	-61
D4:68:4D:3E:54:98	-55
D4:68:4D:3E:54:D8	-80
D4:68:4D:3E:8A:68	-51
D4:68:4D:3E:87:F8	-66
D4:68:4D:3E:A3:08	-58
D4:68:4D:3E:19:78	-73
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-65
D4:68:4D:3E:59:38	-76
D4:68:4D:3E:81:98	-68
6C:AA:B3:32:31:C8	-86
6C:AA:B3:72:31:C8	-87
D4:68:4D:3E:81:A8	-64
D4:68:4D:3E:A4:28	-50
D4:68:4D:3E:81:88	-71
D4:68:4D:3E:91:D8	-48
D4:68:4D:3E:89:58	-88
D4:68:4D:3E:A6:88	-78
D4:68:4D:3E:A6:8C	-74
D4:68:4D:3E:8A:6C	-65
D4:68:4D:3E:82:9C	-65
D4:68:4D:3E:87:FC	-73
D4:68:4D:3E:59:3C	-87
D4:68:4D:3E:A4:2C	-68
D4:68:4D:3E:19:7C	-86
D4:68:4D:3E:81:9C	-74
D4:68:4D:3E:54:9C	-79
D4:68:4D:3E:54:DC	-90
D4:68:4D:3E:81:8C	-84
D4:68:4D:3E:8C:8C	-78
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-89
D4:68:4D:3E:A7:B8	-84
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-85
D4:68:4D:3E:A3:C8	-79
00:1E:4A:90:00:20	-78
D4:68:4D:3E:81:AC	-87
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-83
00:1E:4A:90:01:70	-87
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-87
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:8E:8C	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:A6:3C	-110
D4:68:4D:3E:A5:08	-110
00:1E:4A:90:00:60	-110
D4:68:4D:3E:86:68	-110
00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
D4:68:4D:3E:91:DC	-58
D4:68:4D:3E:82:98	-59
D4:68:4D:3E:54:98	-55
D4:68:4D:3E:54:D8	-77
D4:68:4D:3E:8A:68	-51
D4:68:4D:3E:87:F8	-67
D4:68:4D:3E:A3:08	-58
D4:68:4D:3E:19:78	-73
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-67
D4:68:4D:3E:59:38	-76
D4:68:4D:3E:81:98	-69
6C:AA:B3:32:31:C8	-86
6C:AA:B3:72:31:C8	-86
D4:68:4D:3E:81:A8	-64
D4:68:4D:3E:A4:28	-49
D4:68:4D:3E:81:88	-72
D4:68:4D:3E:91:D8	-47
D4:68:4D:3E:89:58	-88
D4:68:4D:3E:A6:88	-78
D4:68:4D:3E:A6:8C	-74
D4:68:4D:3E:8A:6C	-64
D4:68:4D:3E:82:9C	-65
D4:68:4D:3E:87:FC	-74
D4:68:4D:3E:59:3C	-87
D4:68:4D:3E:A4:2C	-68
D4:68:4D:3E:19:7C	-84
D4:68:4D:3E:81:9C	-76
D4:68:4D:3E:54:9C	-79
D4:68:4D:3E:54:DC	-90
D4:68:4D:3E:81:8C	-84
D4:68:4D:3E:8C:8C	-78
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-90
D4:68:4D:3E:A7:B8	-81
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-84
D4:68:4D:3E:A3:C8	-79
00:1E:4A:90:00:20	-79
D4:68:4D:3E:81:AC	-87
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-83
00:1E:4A:90:01:70	-87
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-87
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:8E:8C	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:A6:3C	-110
D4:68:4D:3E:A5:08	-110
00:1E:4A:90:00:60	-110
D4:68:4D:3E:86:68	-110
00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
D4:68:4D:3E:91:DC	-59
D4:68:4D:3E:82:98	-62
D4:68:4D:3E:54:98	-88
D4:68:4D:3E:54:D8	-79
D4:68:4D:3E:8A:68	-48
D4:68:4D:3E:87:F8	-67
D4:68:4D:3E:A3:08	-60
D4:68:4D:3E:19:78	-73
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-67
D4:68:4D:3E:59:38	-78
D4:68:4D:3E:81:98	-69
6C:AA:B3:32:31:C8	-86
6C:AA:B3:72:31:C8	-87
D4:68:4D:3E:81:A8	-67
D4:68:4D:3E:A4:28	-50
D4:68:4D:3E:81:88	-72
D4:68:4D:3E:91:D8	-47
D4:68:4D:3E:89:58	-88
D4:68:4D:3E:A6:88	-79
D4:68:4D:3E:A6:8C	-74
D4:68:4D:3E:8A:6C	-64
D4:68:4D:3E:82:9C	-64
D4:68:4D:3E:87:FC	-73
D4:68:4D:3E:59:3C	-86
D4:68:4D:3E:A4:2C	-67
D4:68:4D:3E:19:7C	-86
D4:68:4D:3E:81:9C	-73
D4:68:4D:3E:54:9C	-79
D4:68:4D:3E:54:DC	-87
D4:68:4D:3E:81:8C	-84
D4:68:4D:3E:8C:8C	-80
D4:68:4D:3E:A3:0C	-85
00:22:6B:47:B8:32	-90
D4:68:4D:3E:A7:B8	-83
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-83
D4:68:4D:3E:A3:C8	-79
00:1E:4A:90:00:20	-79
D4:68:4D:3E:81:AC	-87
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-83
00:1E:4A:90:01:70	-87
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-86
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:8E:8C	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:A6:3C	-110
D4:68:4D:3E:A5:08	-110
00:1E:4A:90:00:60	-110
D4:68:4D:3E:86:68	-110
00:1E:4A:8F:FE:30	-110
58:93:96:08:4A:1C	-110
